用户id,游戏1,平台1,游戏2,平台2,游戏3,平台3,游戏4,平台4,游戏5,平台5,游戏6,平台6,游戏7,平台7,游戏8,平台8
226,水果联盟,爱变现,麻小宝,聚享游,天天捕鱼电玩版,享玩,疯狂的拍打,多游
227,疯狂水果,爱变现,疯狂的拍打,聚享游,勇者阿信,享玩,大富翁电玩捕鱼,多游
228,醉天下,爱变现,水果盛宴大狂欢,聚享游,疯狂的拍打,享玩,特工使命,多游
229,暴击联盟,爱变现,麻小宝,聚享游,梦幻千炮捕鱼,享玩,大富翁电玩捕鱼,多游
230,水果武士,爱变现,功夫鸡,聚享游,勇者阿信,享玩,梦幻千炮捕鱼,多游
231,别吃鸡,爱变现,水果联盟,聚享游,聚乐斗地主或美女斗地主,享玩,水果武士,多游
232,水果武士,爱变现,欢乐水果,聚享游,疯狂的拍打,享玩,西游战记,多游
233,天天捕鱼电玩版,爱变现,勇者阿信,聚享游,红心斗地主,享玩,疯狂的拍打,多游
234,聚乐斗地主或美女斗地主,爱变现,梦幻水果,聚享游,疯狂的拍打,享玩,水果联盟,多游
235,欢乐水果,爱变现,欢乐消水果,聚享游,麻小宝,享玩,八向箭头,多游
236,梦幻水果,爱变现,欢乐消水果,聚享游,聚乐斗地主或美女斗地主,享玩,欢乐水果,多游
237,勇者阿信,爱变现,八向箭头,聚享游,暴击联盟,享玩,6677捕鱼,多游
238,欢乐水果,爱变现,西游战记,聚享游,梦幻千炮捕鱼,享玩,水果武士,多游
239,触玩斗地主,爱变现,特工使命,聚享游,梦幻千炮捕鱼,享玩,醉天下,多游
240,勇者阿信,爱变现,梦幻水果,聚享游,触玩斗地主,享玩,功夫鸡,多游
