用户id,游戏1,平台1,游戏2,平台2,游戏3,平台3,游戏4,平台4,游戏5,平台5,游戏6,平台6,游戏7,平台7,游戏8,平台8
449,欢乐水果,爱变现,疯狂水果城,聚享游,爱玩斗地主,多游,红心斗地主,享玩
450,欢乐水果,爱变现,水果武士,聚享游,梦幻千炮捕鱼,多游,西游战记,享玩
451,疯狂的拍打,爱变现,功夫鸡,聚享游,欢乐水果,多游,小猪酷跑,享玩
452,欢乐消水果,爱变现,八向箭头,聚享游,别吃鸡,多游,醉天下,享玩
453,疯狂水果城,爱变现,爱玩斗地主,聚享游,疯狂的拍打,多游,麻小宝,享玩
454,奇奇乐捕鱼,爱变现,醉天下,聚享游,触玩斗地主,多游,幻想小勇士,享玩
455,水果武士,爱变现,疯狂水果城,聚享游,特工使命,多游,欢乐消水果,享玩
456,疯狂的拍打,爱变现,欢乐消水果,聚享游,水果武士,多游,别吃鸡,享玩
457,别吃鸡,爱变现,奇奇乐捕鱼,聚享游,八向箭头,多游,欢乐水果,享玩
458,天天捕鱼电玩版,爱变现,水果盛宴大狂欢,聚享游,全民捕鱼电玩城,多游,八向箭头,享玩
459,别吃鸡,爱变现,小猪酷跑,聚享游,爱玩斗地主,多游,红心斗地主,享玩
460,水果武士,爱变现,勇者阿信,聚享游,疯狂水果,多游,暴击联盟,享玩
461,欢乐水果,爱变现,疯狂水果城,聚享游,小猪酷跑,多游,麻小宝,享玩
462,麻小宝,聚享游,聚乐斗地主或美女斗地主,爱变现,疯狂水果城,多游,勇者阿信,享玩
463,西游战记,聚享游,欢乐水果,爱变现,疯狂水果城,多游,勇者阿信,享玩
464,特工使命,聚享游,别吃鸡,爱变现,疯狂水果城,享玩,功夫鸡,多游
465,梦幻水果,聚享游,醉天下,爱变现,水果联盟,多游,幻想小勇士,享玩
466,暴击联盟,聚享游,梦幻水果,爱变现,小猪酷跑,享玩,功夫鸡,多游
467,麻小宝,聚享游,红心斗地主,爱变现,功夫鸡,多游,别吃鸡,享玩
468,功夫鸡,聚享游,梦幻水果,爱变现,全民捕鱼电玩城,多游,别吃鸡,享玩
469,幻想小勇士,聚享游,天天捕鱼电玩版,爱变现,触玩斗地主,多游,小猪酷跑,享玩
470,功夫鸡,聚享游,欢乐水果,爱变现,捕鱼来了街机版,多游,水果盛宴大狂欢,享玩
471,醉天下,聚享游,红心斗地主,爱变现,欢乐水果,享玩,欢乐消水果,多游
472,水果武士,聚享游,醉天下,爱变现,爱玩斗地主,享玩,大富翁电玩捕鱼,多游
473,欢乐消水果,聚享游,疯狂水果城,爱变现,梦幻水果,享玩,疯狂的拍打,多游
474,功夫鸡,聚享游,水果联盟,爱变现,欢乐水果,享玩,疯狂水果城,多游
475,疯狂水果,聚享游,红心斗地主,爱变现,疯狂的拍打,享玩,触玩斗地主,多游
476,麻小宝,聚享游,水果盛宴大狂欢,爱变现,欢乐水果,享玩,奇奇乐捕鱼,多游
477,水果盛宴大狂欢,聚享游,疯狂的拍打,爱变现,暴击联盟,享玩,欢乐水果,多游
478,欢乐消水果,聚享游,疯狂的拍打,爱变现,醉天下,享玩,小猪酷跑,多游
479,奇奇乐捕鱼,聚享游,暴击联盟,爱变现,水果盛宴大狂欢,享玩,醉天下,多游
480,水果盛宴大狂欢,聚享游,别吃鸡,爱变现,聚乐斗地主或美女斗地主,享玩,大富翁电玩捕鱼,多游
